main 2020-10-23 20:16:58,414 INFO  *********************Log4j2 Instantiated**************************
main 2020-10-23 20:16:58,417 DEBUG db.driver : com.mysql.jdbc.Driver
main 2020-10-23 20:16:58,417 DEBUG db.url : jdbc:mysql://localhost:3306/db1
main 2020-10-23 20:16:58,417 DEBUG db.username : root
main 2020-10-23 20:16:58,417 DEBUG db.password : root
main 2020-10-23 20:16:58,417 DEBUG db.filename : applicationLog4j2.xml
main 2020-10-23 20:16:58,417 INFO  properties file loaded
main 2020-10-23 20:16:58,417 DEBUG app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
main 2020-10-23 20:16:58,418 INFO  *******************Main start*******************
main 2020-10-23 20:16:58,419 INFO  *******************Main end*******************
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,970 INFO  CATLog  36,328 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,970 INFO  CATLog  36,328 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog  db.username : root
Thread-2 2020-10-23 20:16:58,970 INFO  CATLog  36,329 CATLog   properties file loaded
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog  db.password : root
Thread-2 2020-10-23 20:16:58,970 INFO  CATLog  36,329 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog  db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,970 INFO  CATLog  36,329 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog   properties file loaded
Thread-2 2020-10-23 20:16:58,970 INFO  CATLog  36,329 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,970 INFO  CATLog  36,329 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,970 INFO  CATLog  36,329 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,970 INFO  CATLog  36,329 CATLog  db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,970 INFO  MOVIElog   36,311 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.username : root
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.password : root
Thread-4 2020-10-23 20:16:58,970 INFO  MOVIElog   36,311 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,970 INFO  MOVIElog   36,311 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog    properties file loaded
Thread-4 2020-10-23 20:16:58,970 INFO  MOVIElog   36,311 MOVIElog   db.username : root
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,970 INFO  CATLog  36,329 CATLog   properties file loaded
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,970 INFO  MOVIElog   36,311 MOVIElog   db.password : root
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,314 DBLog  db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,970 INFO  MOVIElog   36,311 MOVIElog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.username : root
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.password : root
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog    properties file loaded
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.username : root
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.password : root
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,970 INFO  CATLog  36,329 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,970 INFO  DBLog  36,315 DBLog  db.username : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,970 INFO  APPlog   36,312 APPlog   db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,970 INFO  MOVIElog   36,311 MOVIElog    properties file loaded
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,312 APPlog    properties file loaded
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,312 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,312 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,312 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,312 APPlog   db.username : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.password : root
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.username : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog   properties file loaded
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   db.username : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   db.password : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.username : root
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.password : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.password : root
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.password : root
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog   properties file loaded
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog    properties file loaded
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog    properties file loaded
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.username : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.password : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.username : root
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.password : root
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog   properties file loaded
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.username : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.password : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.username : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.password : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog    properties file loaded
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   db.username : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   db.password : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog   db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,311 MOVIElog    properties file loaded
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.username : root
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.password : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,315 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog   properties file loaded
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,316 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.username : root
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.password : root
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog   db.username : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog   db.password : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog    properties file loaded
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog   db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog    properties file loaded
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.username : root
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,316 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,316 DBLog  db.password : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.username : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,316 DBLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.password : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,316 DBLog   properties file loaded
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,316 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,316 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog   db.username : root
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,316 DBLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,971 INFO  CATLog  36,329 CATLog  db.password : root
Thread-4 2020-10-23 20:16:58,971 INFO  MOVIElog   36,312 MOVIElog   db.password : root
Thread-1 2020-10-23 20:16:58,971 INFO  APPlog   36,313 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog   properties file loaded
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.username : root
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.password : root
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.username : root
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.password : root
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog   properties file loaded
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.driver : com.mysql.jdbc.Driver
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.username : root
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.password : root
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.username : root
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.filename : applicationLog4j2.xml
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.password : root
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog    properties file loaded
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,971 INFO  DBLog  36,316 DBLog  db.username : root
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-4 2020-10-23 20:16:58,972 INFO  MOVIElog   36,312 MOVIElog   db.filename : applicationLog4j2.xml
Thread-3 2020-10-23 20:16:58,972 INFO  DBLog  36,316 DBLog  db.password : root
Thread-4 2020-10-23 20:16:58,972 INFO  MOVIElog   36,312 MOVIElog    properties file loaded
Thread-3 2020-10-23 20:16:58,972 INFO  DBLog  36,316 DBLog  db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,972 INFO  MOVIElog   36,312 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,972 INFO  DBLog  36,316 DBLog   properties file loaded
Thread-4 2020-10-23 20:16:58,972 INFO  MOVIElog   36,312 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-3 2020-10-23 20:16:58,972 INFO  DBLog  36,316 DBLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog   properties file loaded
Thread-4 2020-10-23 20:16:58,972 INFO  MOVIElog   36,312 MOVIElog   db.url : jdbc:mysql://localhost:3306/db1
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.driver : com.mysql.jdbc.Driver
Thread-4 2020-10-23 20:16:58,972 INFO  MOVIElog   36,312 MOVIElog   db.username : root
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.url : jdbc:mysql://localhost:3306/db1
Thread-4 2020-10-23 20:16:58,972 INFO  MOVIElog   36,312 MOVIElog   db.password : root
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.username : root
Thread-4 2020-10-23 20:16:58,972 INFO  MOVIElog   36,312 MOVIElog   db.filename : applicationLog4j2.xml
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.password : root
Thread-4 2020-10-23 20:16:58,972 INFO  MOVIElog   36,312 MOVIElog    properties file loaded
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,313 APPlog   db.filename : applicationLog4j2.xml
Thread-4 2020-10-23 20:16:58,972 INFO  MOVIElog   36,312 MOVIElog   app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-1 2020-10-23 20:16:58,972 INFO  APPlog   36,314 APPlog    properties file loaded
Thread-4 2020-10-23 20:16:58,972 INFO  MOVIElog   36,312 MOVIElog   db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  app.folder.path : D:/githubRepo/hibernate/hibernate/inputFolder/
Thread-3 2020-10-23 20:16:58,972 INFO  DBLog  36,316 DBLog  db.driver : com.mysql.jdbc.Driver
Thread-2 2020-10-23 20:16:58,972 INFO  CATLog  36,329 CATLog  db.driver : com.mysql.jdbc.Driver
